ts,hr,spo2,temp,red,ir,green,battery
1761033535338,75,97,36.55,882,959,797,81
1761033535359,89,98,37.18,413,660,989,50
1761033535379,91,97,36.46,269,472,525,87
1761033535400,66,98,36.45,435,794,437,61
1761033535419,71,97,36.79,555,306,834,68
1761033535439,99,98,36.38,947,29,149,68
1761033535459,64,99,36.35,324,341,450,97
1761033535479,61,98,36.39,885,482,708,73
1761033535499,69,99,36.17,486,770,84,65
1761033535519,79,96,37.09,517,132,389,86
1761033535539,79,99,36.73,588,372,630,74
1761033535559,70,96,36.04,520,611,854,53
1761033535579,76,95,36.8,295,30,473,74
1761033535600,62,95,36.49,611,208,214,69
1761033535619,90,99,36.47,425,595,419,84
1761033535638,67,98,36.9,558,820,415,90
1761033535659,97,99,36.57,664,937,977,70
1761033535678,94,99,37.15,888,241,302,57
1761033535699,67,97,36.43,845,68,253,86
1761033535719,70,96,36.92,991,673,308,72
1761033535739,67,99,36.86,249,269,866,65
1761033535759,88,97,36.37,551,140,575,96
1761033535779,90,100,36.45,312,177,409,64
1761033535799,76,98,36.83,949,890,944,69
1761033535819,64,99,37.04,283,452,715,96
1761033535839,97,99,36.62,569,750,219,91
1761033535859,77,98,36.59,387,904,691,63
1761033535879,62,98,36.15,165,680,111,91
1761033535899,80,100,36.85,749,131,832,55
1761033535919,65,97,36.33,796,331,146,89
1761033535939,95,98,36.49,746,783,724,70
1761033535959,80,99,36.78,550,732,673,98
1761033535977,92,100,36.59,547,291,72,88
1761033535999,82,98,36.36,850,354,102,77
1761033536019,98,96,37.08,511,409,253,85
1761033536038,74,96,36.43,999,143,898,52
1761033536059,95,95,36.09,833,65,440,87
1761033536079,82,98,37.04,760,977,204,85
1761033536099,79,97,36.04,286,874,211,68
1761033536120,84,98,36.19,353,639,688,60
1761033536139,88,98,36.86,909,228,974,93
1761033536159,91,95,36.11,451,707,378,65
1761033536179,84,96,36.46,78,834,889,72
1761033536199,76,98,36.4,883,378,708,62
1761033536219,66,96,36.94,275,274,817,55
1761033536239,79,97,36.62,757,652,81,66
1761033536259,91,97,36.98,570,855,35,73
1761033536279,92,97,36.64,844,674,999,97
1761033536299,66,98,36.44,483,282,864,94
1761033536318,76,99,36.65,405,932,910,81
1761033536338,74,97,36.31,371,518,347,88
1761033536359,84,98,36.16,364,149,749,66
1761033536379,68,95,36.5,754,529,975,59
1761033536399,63,99,36.44,97,232,948,79
1761033536419,86,99,36.64,935,268,345,71
1761033536439,63,97,36.93,993,12,360,66
1761033536459,64,99,36.74,213,366,298,60
1761033536479,92,100,36.28,290,211,588,73
1761033536499,82,99,36.34,304,198,312,88
1761033536519,96,96,36.89,409,346,714,74
1761033536539,98,95,37.05,576,593,475,84
1761033536559,86,98,37.12,57,957,715,74
1761033536579,75,100,36.13,844,236,931,88
1761033536599,83,97,36.43,33,238,84,91
1761033536619,87,97,36.59,597,534,590,83
1761033536639,82,97,36.12,498,464,438,65
1761033536659,92,97,36.09,525,780,568,85
1761033536679,100,99,37.13,350,139,605,98
1761033536699,98,96,36.31,221,845,177,81
1761033536719,72,99,36.81,411,381,44,97
1761033536739,71,96,36.23,308,255,123,56
1761033536759,88,97,36.51,961,99,620,72
1761033536779,74,100,36.57,328,888,211,64
1761033536799,98,97,36.06,96,895,734,58
1761033536819,84,97,36.38,47,279,720,99
1761033536839,68,95,36.71,388,173,102,79
1761033536859,100,97,37.12,871,649,645,52
1761033536879,92,100,37.09,273,962,161,50
1761033536900,83,98,36.51,128,611,981,54
1761033536919,95,100,37.03,169,200,824,56
1761033536939,66,99,36.98,276,268,153,78
1761033536959,67,97,37.05,541,448,505,81
1761033536979,67,96,36.49,332,550,863,97
1761033536999,75,97,37.02,331,235,44,63
1761033537019,65,96,36.02,474,256,966,51
1761033537039,85,96,36.55,401,550,474,68
1761033537059,78,99,36.67,164,11,910,89
1761033537079,68,95,36.54,344,744,458,57
1761033537099,76,97,36.54,470,227,102,60
1761033537119,74,95,36.37,542,81,970,62
1761033537139,63,97,36.94,128,7,136,82
1761033537160,74,98,36.14,85,697,389,71
1761033537179,64,97,36.51,694,99,635,51
1761033537199,87,97,36.18,929,606,373,100
1761033537218,68,99,36.5,287,710,196,68
1761033537239,90,96,37.12,585,749,295,73
1761033537259,89,96,36.23,79,49,355,81
1761033537279,63,97,36.77,126,826,351,65
1761033537299,65,100,36.63,697,176,931,66
1761033537319,76,98,37.15,898,597,362,97
1761033537339,92,99,36.36,667,189,662,77
1761033537359,74,96,36.81,672,439,533,53
